deposit_id	deposit_type	deposit_createdate	deposit_publicationdate	deposit_parent_dataverse	user_account_id_of_deposit	user_account_createdate	user_account_type	affiliation	account_email_domain
52264	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52208	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52209	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52268	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52274	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52269	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52273	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52275	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52282	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52283	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52286	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52291	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3660247	Dataverse	2020-01-16	2020-03-03	1	32727	2020-01-16	builtin	The Education University of Hong Kong	eduhk.hk
52166	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52074	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52075	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52076	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52098	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52115	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52117	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52150	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52159	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52163	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52167	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52168	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3452851	Dataset	2019-06-21	2019-07-23	3452850	28959	2019-06-19	orcid	Universität Heidelberg	alumni.sns.it
3302303	Dataset	2018-11-04	2018-11-04	1	25408	2018-11-04	builtin	Aarhus University 	ps.au.dk
3365301	Dataset	2019-02-20	2019-02-20	1	27018	2019-02-20	builtin	Salford Royal Foundation Hospital	nhs.net
3380862	Dataverse	2019-03-19	2019-03-19	1	23360	2018-06-01	builtin	Athens Universtity of Economics and Business	gmail.com
3861791	Dataset	2020-06-05	2020-06-05	3038320	19347	2017-07-25	shib	Duke University	duke.edu
54262	Dataset	2015-02-06	2015-07-17	2039	6667	2000-01-01	builtin	CEHD	cehd.be
3465973	Dataset	2019-07-11	2019-07-17	3035356	15657	2000-01-01	builtin	KEMRI-Wellcome Trust Research programme	kemri-wellcome.org
3336025	Dataset	2018-12-26	2019-01-09	789	26181	2018-12-26	builtin	Hitotsubashi University	gmail.com
3336228	Dataset	2018-12-28	2019-01-02	3336227	21584	2018-01-23	builtin	Massachusetts Institute of Technology	mit.edu
3479835	Dataset	2019-07-31	2020-02-12	3479833	29587	2019-07-29	builtin	Instituto Nacional de Salud Publica	insp.mx
54429	Dataset	2014-05-26	2014-05-27	789	8695	2000-01-01	builtin		gmail.com
3861798	Dataset	2020-06-05	2020-06-05	3789803	15779	2000-01-01	builtin	Population Council	popcouncil.org
3908840	Dataset	2020-06-30	2020-07-01	1	36163	2020-06-11	shib	Harvard University	fas.harvard.edu
3473211	Dataset	2019-07-17	2019-07-17	1	25703	2018-11-21	builtin	University of British Columbia	gmail.com
54766	Dataset	2014-08-13	2014-08-19	789	9132	2000-01-01	builtin		drexel.edu
3609650	Dataset	2019-10-22	2019-11-07	1514	21495	2018-01-17	builtin		cgiar.org
3309850	Dataset	2018-11-07	2018-11-07	1	25450	2018-11-07	builtin		hanmail.net
3376789	Dataset	2019-03-06	2019-03-06	3348822	25805	2018-11-28	builtin	FXB Center for Health and Human Rights	mail.harvard.edu
3861804	Dataset	2020-06-05	2020-06-05	3134777	35680	2020-05-22	builtin	University of Massachusetts Amherst	umass.edu
55522	Dataset	2015-02-02	2015-02-07	856	7729	2000-01-01	shib	University of Pittsburgh	pitt.edu
3723266	Dataset	2020-02-13	2020-02-13	1	15395	2000-01-01	orcid	UMR CNRS 8504 Géographie-cités	polytechnique.edu
3457178	Dataset	2019-06-26	2019-06-27	2851918	14829	2000-01-01	builtin	University of Canterbury	canterbury.ac.nz
3618106	Dataset	2019-11-05	2019-11-19	3537331	15038	2000-01-01	shib	Harvard University	gmail.com
55802	Dataset	2014-11-05	2014-11-05	2512	8600	2000-01-01	builtin	West Virginia University	hsc.wvu.edu
3440500	Dataset	2019-05-30	2019-10-16	1419	16495	2000-01-01	builtin	University of Colorado at Boulder	colorado.edu
55828	Dataset	2013-11-18	2015-10-22	2204	3067	2000-01-01	builtin	Harvard University	fas.harvard.edu
3542993	Dataverse	2019-08-21	2019-08-30	1	24057	2018-07-26	shib	Columbia University	columbia.edu
55929	Dataset	2015-04-02	2015-04-02	3269	10995	2000-01-01	builtin	Community Development Department of Thailand	hotmail.com
55964	Dataset	2014-04-25	2014-04-28	2038	6666	2000-01-01	shib	Arizona State University	asu.edu
3383437	Dataset	2019-03-24	2019-03-24	1	22848	2018-04-23	orcid	Bezmialem Vakif University School of Medicine, Istanbul, Turkey	gmail.com
3381321	Dataset	2019-03-19	2019-03-19	645	2553	2000-01-01	builtin	Tufts University	tufts.edu
3464606	Dataset	2019-07-07	2019-07-07	1	29188	2019-07-04	builtin	Leibniz Institute of Atmospheric Physics	gmail.com
3378434	Dataverse	2019-03-13	2019-03-13	1	19911	2017-09-11	shib	Harvard University	fas.harvard.edu
47260	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47262	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47263	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
56698	Dataset	2011-09-18	2011-09-22	1216	441	2000-01-01	builtin	University of Michigan	gmail.com
3383430	Dataset	2019-03-24	2019-03-25	1	27490	2019-03-24	builtin	University of Science and Technology of China	ustc.edu.cn
47239	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47240	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
56354	Dataset	2014-05-08	2014-05-08	2498	8546	2000-01-01	orcid	Utah State University	usu.edu
1531	Dataverse	2012-06-29	2012-07-10	1	4899	2000-01-01	builtin	Africa Rice Center	cgiar.org
3131903	Dataverse	2018-03-09	2018-03-09	1531	4899	2000-01-01	builtin	Africa Rice Center	cgiar.org
47203	Dataset	2010-01-25	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47207	Dataset	2010-01-26	2010-04-09	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47214	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47216	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47219	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47197	Dataset	2014-01-23	2014-03-02	645	2553	2000-01-01	builtin	Tufts University	tufts.edu
47199	Dataset	2012-02-26	2012-03-06	645	3404	2000-01-01	builtin	Indiana University	indiana.edu
3550402	Dataset	2019-08-28	2019-09-24	3550401	11917	2000-01-01	builtin		cornell.edu
47202	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
56651	Dataset	2015-02-03	2015-04-30	1773	5132	2000-01-01	builtin	Avahan	popcouncil.org
56728	Dataset	2013-12-12	2013-12-17	1184	3533	2000-01-01	builtin		psimalawi.org
3800725	Dataset	2020-04-10	2020-04-15	789	34642	2020-04-10	builtin	Federal Trade Commission	ftc.gov
3317677	Dataset	2018-11-22	2018-11-22	1	25683	2018-11-21	builtin	The George Institute 	georgeinstitute.org
3319854	Dataset	2018-11-28	2018-11-29	1	21167	2017-12-17	builtin	Durham University	durham.ac.uk
3317102	Dataset	2018-11-19	2018-11-23	1	25659	2018-11-19	builtin		sjtu.edu.cn
56908	Dataset	2012-10-05	2013-03-06	48	5298	2000-01-01	builtin	Nuffield College, Oxford University	nuffield.ox.ac.uk
57009	Dataset	2012-12-27	2012-12-27	1626	5291	2000-01-01	builtin		gmail.com
3036888	Dataverse	2017-07-18	2017-07-18	1	27872	2019-04-15	builtin	University of Denver	du.edu
3723273	Dataverse	2020-02-13	2020-02-13	3583725	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
3723274	Dataverse	2020-02-13	2020-02-13	3583725	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
3408536	Dataverse	2019-04-15	2019-04-16	1	27865	2019-04-15	builtin	Natural Resources Canada 	canada.ca
3723275	Dataverse	2020-02-13	2020-02-13	3583725	12	2000-01-01	shib	Harvard University	hmdc.harvard.edu
3666712	Dataset	2020-01-22	2020-02-17	1900	18291	2000-01-01	builtin	Osaka University	outlook.com
56935	Dataset	2015-04-02	2015-04-02	3268	11000	2000-01-01	builtin	rpu	hotmail.com
56957	Dataset	2013-12-20	2014-01-20	1182	4204	2000-01-01	builtin	PSI/Ethiopia	yahoo.com
3806289	Dataverse	2020-04-15	2020-05-08	1	34765	2020-04-15	builtin	Research Triangle Institute	rti.org
1823	Dataverse	2013-03-28	2014-09-22	1	5568	2000-01-01	builtin	Bioversity International	cgiar.org
57083	Dataset	2014-12-18	2014-12-18	2674448	5291	2000-01-01	builtin		gmail.com
3370137	Dataset	2019-02-20	2019-10-10	1	27032	2019-02-20	builtin	UCSD	eng.ucsd.edu
3419795	Dataset	2019-04-27	2020-05-05	1	17048	2000-01-01	builtin	Department of Parasitology, Hallym University, Korea	hallym.ac.kr
3806302	Dataset	2020-04-15	2020-04-16	3806271	34756	2020-04-15	shib	Harvard University	fas.harvard.edu
3806303	Dataset	2020-04-15	2020-04-15	2784219	13493	2000-01-01	builtin	Harvard University	editorialexpress.com
3550735	Dataset	2019-08-29	2019-08-30	789	4103	2000-01-01	builtin	World Bank	worldbank.org
3036903	Dataset	2017-07-18	2017-07-18	3036888	27872	2019-04-15	builtin	University of Denver	du.edu
4145041	Dataset	2020-10-19	2020-10-20	2907	40864	2020-10-19	shib	Universität Bern	unibe.ch
3806307	Dataverse	2020-04-15	2020-04-15	3806305	34766	2020-04-15	builtin	University of Chinese academy of sciences	gmail.com
3806305	Dataverse	2020-04-15	2020-04-15	1	34766	2020-04-15	builtin	University of Chinese academy of sciences	gmail.com
3036831	Dataset	2017-07-18	2017-12-18	1419	12776	2000-01-01	builtin		uh.edu
3457316	Dataverse	2019-06-26	2019-06-26	1	29077	2019-06-26	shib	University of Southern California	usc.edu
3457260	Dataset	2019-06-26	2019-07-25	1900	29076	2019-06-26	builtin		nyu.edu
3457305	Dataset	2019-06-26	2019-06-26	3101	10538	2000-01-01	builtin	MIT Plasma Science and Fusion Center	psfc.mit.edu
3457308	Dataset	2019-06-26	2019-06-26	3101	10538	2000-01-01	builtin	MIT Plasma Science and Fusion Center	psfc.mit.edu
3394444	Dataset	2019-04-06	2019-04-06	3392253	27627	2019-04-01	shib	University of Florida	ufl.edu
3394446	Dataset	2019-04-06	2019-04-06	3392253	27627	2019-04-01	shib	University of Florida	ufl.edu
3457312	Dataset	2019-06-26	2019-06-26	3101	10538	2000-01-01	builtin	MIT Plasma Science and Fusion Center	psfc.mit.edu
52200	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52344	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52347	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52169	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52170	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52172	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52175	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52176	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52177	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52183	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52188	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52189	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52190	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52192	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52198	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52220	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52226	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52271	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52284	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52236	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52688	Dataset	2007-07-26	2008-12-17	113	59	2000-01-01	builtin	University of California, Berkeley	berkeley.edu
52680	Dataset	2014-10-09	2014-10-09	2774	4465	2000-01-01	builtin	MIT	alumni.brown.edu
3457352	Dataset	2019-06-27	2019-06-27	2941	10129	2000-01-01	builtin	Aarhus University	ps.au.dk
52686	Dataset	2007-07-26	2008-12-17	113	59	2000-01-01	builtin	University of California, Berkeley	berkeley.edu
52689	Dataset	2007-07-26	2008-12-17	113	59	2000-01-01	builtin	University of California, Berkeley	berkeley.edu
52297	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52309	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52312	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52313	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52322	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52330	Dataset	2009-05-06	2009-05-06	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52338	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52339	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3724520	Dataset	2020-02-17	2020-02-20	3332509	15657	2000-01-01	builtin	KEMRI-Wellcome Trust Research programme	kemri-wellcome.org
52378	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52305	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52316	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52333	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52348	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52350	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52355	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52360	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52365	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52369	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52375	Dataset	2009-05-04	2009-05-04	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52376	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52381	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
52383	Dataset	2009-05-05	2009-05-05	521	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3391755	Dataset	2019-04-02	2019-04-02	3391754	27620	2019-04-01	google	Kent State University	gmail.com
60033	Dataset	2013-05-01	2014-05-01	758	6158	2000-01-01	builtin	Harvard	hbs.edu
60036	Dataset	2014-05-03	2014-05-04	758	8492	2000-01-01	builtin	MIT	gmail.com
47233	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47235	Dataset	2010-01-25	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47252	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3213062	Dataset	2018-08-31	2018-08-31	3157120	24464	2018-08-31	builtin	Cornell University	cornell.edu
47231	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
47253	Dataset	2010-01-26	2010-01-26	645	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
60534	Dataset	2014-09-24	2014-09-24	1574	8729	2000-01-01	builtin		psi.org
60343	Dataset	2014-06-09	2014-06-16	1905	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
60461	Dataset	2014-01-26	2014-05-13	1450	7028	2000-01-01	builtin		psi.org
60526	Dataset	2015-03-08	2015-03-08	1820	6027	2000-01-01	builtin	Texas Tech University	ttu.edu
3213876	Dataset	2018-09-06	2018-09-06	3157120	24464	2018-08-31	builtin	Cornell University	cornell.edu
60739	Dataset	2015-02-01	2015-02-05	2377	2268	2000-01-01	builtin	MIT	mit.edu
3806425	Dataset	2020-04-15	2020-04-16	3480188	28885	2019-06-14	shib	University of Southern California	usc.edu
3324202	Dataset	2018-12-05	2019-01-06	1	20748	2017-11-13	orcid	Tulane School of Medicine	tulane.edu
3324657	Dataset	2018-12-08	2018-12-11	1	25949	2018-12-08	builtin	Hackensack Meridian Health	gmail.com
3326319	Dataset	2018-12-10	2018-12-11	1	25972	2018-12-10	builtin	UCLA	g.ucla.edu
3326403	Dataset	2018-12-10	2018-12-10	1	25923	2018-12-06	builtin	McGill University	mail.mcgill.ca
2905794	Dataverse	2016-10-24	2017-01-18	1	15777	2000-01-01	builtin	Population Council	popcouncil.org
3894771	Dataset	2020-06-24	2020-06-24	3875926	36355	2020-06-18	google	UFRGS	gmail.com
3895942	Dataset	2020-06-24	2020-06-24	1	36517	2020-06-24	shib	Franklin & Marshall College	fandm.edu
61560	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3723713	Dataset	2020-02-13	2020-02-15	3680033	33383	2020-02-12	builtin		gmail.com
3085088	Dataset	2017-12-04	2018-04-09	1419	1767	2000-01-01	builtin	Duke University	duke.edu
61668	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61670	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3724012	Dataset	2020-02-13	2020-02-15	3680033	33383	2020-02-12	builtin		gmail.com
3724032	Dataset	2020-02-13	2020-02-13	3211985	24415	2018-08-27	builtin	Pusan National University School of Medicine	naver.com
61345	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61412	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3983309	Dataset	2020-07-13	2020-07-20	2742458	36949	2020-07-13	builtin	Oxford University	politics.ox.ac.uk
61463	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61467	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61471	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61477	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3983303	Dataset	2020-07-13	2020-07-13	1	14632	2000-01-01	builtin		hotmail.com
2784954	Dataset	2016-02-18	2016-06-07	2972	13513	2000-01-01	builtin	University of South Carolina	mailbox.sc.edu
61505	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61508	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2769516	Dataset	2016-01-02	2016-01-14	2769514	13179	2000-01-01	builtin	Penn State University	gmail.com
61565	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2976578	Dataset	2017-02-01	2019-02-15	789	5656	2000-01-01	builtin	University of Virginia	virginia.edu
3908976	Dataset	2020-06-30	2020-06-30	1	36656	2020-06-30	shib	The University of Western Australia	student.uwa.edu.au
61928	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
57306	Dataset	2012-10-23	2012-12-29	1626	5291	2000-01-01	builtin		gmail.com
61910	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
62799	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2824971	Dataset	2016-05-08	2016-05-08	2492	8530	2000-01-01	builtin		gmail.com
61566	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61922	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
62485	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
64455	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61650	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3332993	Dataset	2018-12-18	2018-12-18	1	4837	2000-01-01	builtin	University of Pennsylvania	sas.upenn.edu
3422808	Dataset	2019-04-29	2019-10-01	1	27604	2019-03-31	shib	Harvard University	hks.harvard.edu
3106960	Dataset	2018-01-18	2018-04-11	1514	21496	2018-01-17	builtin		cgiar.org
61671	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61688	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2783739	Dataset	2016-02-12	2017-04-18	2972	6204	2000-01-01	orcid	Social Science Research Council	gmail.com
2783805	Dataset	2016-02-14	2016-02-14	863	12302	2000-01-01	builtin	University of Iowa	uiowa.edu
3385228	Dataset	2019-03-27	2019-03-27	1	27550	2019-03-27	shib	University of Wisconsin-Madison	WISC.EDU
48331	Dataset	2007-02-24	2007-11-28	10	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
54096	Dataset	2010-04-23	2010-04-30	706	27	2000-01-01	builtin		hmdc.harvard.edu
3733275	Dataset	2020-02-21	2020-02-21	1	24434	2018-08-29	orcid	Masaryk University	gmail.com
3733412	Dataset	2020-02-23	2020-02-23	3733411	24423	2018-08-28	builtin	Harvard University	mail.harvard.edu
3732446	Dataset	2020-02-19	2020-02-19	1	24964	2018-10-08	builtin	National Institute of Public Health, Mexico	gmail.com
3737364	Dataset	2020-02-24	2020-02-24	1	33675	2020-02-24	builtin		mcri.edu.au
3732612	Dataset	2020-02-19	2020-03-16	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
3409698	Dataverse	2019-04-16	2019-04-23	3381340	27413	2019-03-19	shib	Purdue University Main Campus	purdue.edu
61845	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61821	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61872	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61822	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
61824	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2784419	Dataset	2016-02-16	2018-03-23	2901	13399	2000-01-01	builtin	University of California San Diego	ucsd.edu
61825	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2784874	Dataset	2016-02-17	2016-02-19	789	13506	2000-01-01	builtin		gmail.com
61830	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
2784986	Dataset	2016-02-19	2016-02-20	2784978	13519	2000-01-01	builtin	University of Würzburg	uni-wuerzburg.de
61831	Dataset	2015-02-11	2015-02-11	2492	1	2000-01-01	builtin	Dataverse.org	iq.harvard.edu
3424182	Dataset	2019-04-30	2019-04-30	1	27895	2019-04-16	builtin		yahoo.com
2788523	Dataset	2016-02-25	2016-02-29	2788069	13558	2000-01-01	builtin	UC San Francisco	ucsf.edu
2789838	Dataset	2016-03-01	2017-02-12	2789819	13606	2000-01-01	builtin	MIT 	gmail.com
3739329	Dataset	2020-02-26	2020-02-26	3733216	33353	2020-02-11	builtin	China Data Lab	lists.fas.harvard.edu
3909011	Dataverse	2020-06-30	2020-06-30	1	36662	2020-06-30	orcid	Georgia Southern University	georgiasouthern.edu
3739842	Dataset	2020-02-27	2020-03-17	99	81	2000-01-01	builtin	International Food Policy Research Institute (IFPRI)	CGIAR.ORG
3732278	Dataset	2020-02-18	2020-02-24	3666387	20569	2017-10-30	builtin	FHI 360	fhi360.org
3732240	Dataset	2020-02-18	2020-02-24	3666387	20569	2017-10-30	builtin	FHI 360	fhi360.org
52833	Dataset	2009-09-01	2010-01-14	459	902	2000-01-01	builtin	UC3M	db.uc3m.es
55741	Dataset	2013-07-26	2013-07-26	494	762	2000-01-01	builtin	University of Notre Dame	nd.edu
