pid,relation-type,count
doi=10.5064/F6D798BB,total-resolutions-regular,2
doi=10.5064/F6D798BB,unique-dataset-investigations-machine,2
doi=10.5064/F6D798BB,unique-resolutions-regular,2
doi=10.5064/F6D798BB,total-dataset-requests-regular,1
doi=10.5064/F6D798BB,total-resolutions-machine,1
doi=10.5064/F6BG2KWC,has-part,21
doi=10.5064/F6BG2KWC,is-part-of,21
doi=10.5064/F6BG2KWC,total-dataset-investigations-regular,16
doi=10.5064/F6BG2KWC,unique-dataset-investigations-regular,10
doi=10.5064/F6BG2KWC,total-dataset-investigations-machine,5
doi=10.5064/F6BG2KWC,total-dataset-requests-regular,4
doi=10.5064/F6BG2KWC,total-resolutions-regular,2
doi=10.5064/F6BG2KWC,unique-dataset-investigations-machine,2
doi=10.5064/F6BG2KWC,unique-resolutions-regular,2
doi=10.5064/F6BG2KWC,is-supplement-to,1
doi=10.5064/F6MW2F2K,total-dataset-investigations-regular,22
doi=10.5064/F6MW2F2K,has-part,21
doi=10.5064/F6MW2F2K,is-part-of,21
doi=10.5064/F6MW2F2K,total-dataset-requests-regular,17
doi=10.5064/F6MW2F2K,unique-dataset-investigations-regular,15
doi=10.5064/F6MW2F2K,unique-dataset-requests-regular,11
doi=10.5064/F6MW2F2K,total-dataset-investigations-machine,7
doi=10.5064/F6MW2F2K,unique-dataset-investigations-machine,3
doi=10.5064/F6MW2F2K,total-resolutions-regular,2
doi=10.5064/F6MW2F2K,unique-resolutions-regular,2
doi=10.5064/F6RF5RZV,total-dataset-investigations-regular,19
doi=10.5064/F6RF5RZV,has-part,15
doi=10.5064/F6RF5RZV,is-part-of,15
doi=10.5064/F6RF5RZV,unique-dataset-investigations-regular,14
doi=10.5064/F6RF5RZV,total-dataset-investigations-machine,7
doi=10.5064/F6RF5RZV,total-dataset-requests-regular,6
doi=10.5064/F6RF5RZV,unique-dataset-requests-regular,6
doi=10.5064/F6RF5RZV,total-resolutions-regular,2
doi=10.5064/F6RF5RZV,unique-dataset-investigations-machine,2
doi=10.5064/F6RF5RZV,unique-resolutions-regular,2
doi=10.5064/F6W66HPK,has-part,19
doi=10.5064/F6W66HPK,is-part-of,19
doi=10.5064/F6W66HPK,total-dataset-investigations-regular,18
doi=10.5064/F6W66HPK,unique-dataset-investigations-regular,12
doi=10.5064/F6W66HPK,total-dataset-investigations-machine,7
doi=10.5064/F6W66HPK,total-dataset-requests-regular,4
doi=10.5064/F6W66HPK,unique-dataset-investigations-machine,4
doi=10.5064/F6W66HPK,is-supplement-to,1
doi=10.5064/F6W66HPK,total-resolutions-machine,1
doi=10.5064/F6W66HPK,total-resolutions-regular,1
doi=10.5064/F6QN64NH,total-dataset-investigations-regular,20
doi=10.5064/F6QN64NH,unique-dataset-investigations-regular,13
doi=10.5064/F6QN64NH,total-dataset-requests-regular,8
doi=10.5064/F6QN64NH,has-part,7
doi=10.5064/F6QN64NH,is-part-of,7
doi=10.5064/F6QN64NH,total-dataset-investigations-machine,6
doi=10.5064/F6QN64NH,unique-dataset-requests-regular,6
doi=10.5064/F6QN64NH,unique-dataset-investigations-machine,4
doi=10.5064/F6QN64NH,total-dataset-requests-machine,2
doi=10.5064/F6QN64NH,total-resolutions-machine,2
